metric,mean,std
accuracy,0.5524154815439138,0.11927363560508022
f1_score,0.5549996364410823,0.14201447985353496
precision,0.5914067544278687,0.178496855001817
recall,0.5682733394481606,0.1894967913842512
auc,0.567158386370004,0.14091451897035565
