metric,mean,std
accuracy,0.6415813440221325,0.14372156984667375
f1_score,0.5939719316549908,0.17242709081558596
precision,0.6501222346643853,0.2507537269308052
recall,0.6686997133495536,0.20097207556421284
auc,0.745283294253689,0.16573878108594345
