metric,mean,std
accuracy,0.7470914167682773,0.07301191400586918
f1_score,0.8216539330281805,0.060576759851317157
precision,0.7725208333811873,0.05796231305879924
recall,0.8839909694636682,0.09288357655655795
auc,0.7696612674981824,0.09831116729922827
