metric,mean,std
accuracy,0.5688131375159761,0.09608109038603532
f1_score,0.4890603124418396,0.11750059399420329
precision,0.5531261487333201,0.22608845940597666
recall,0.5066891653165794,0.09346559793759299
auc,0.6090136959653231,0.10211874627141
