metric,mean,std
accuracy,0.8674939054392197,0.15039883021687409
f1_score,0.8906024509707524,0.1646079469680193
precision,0.8903720544276436,0.12201155573482729
recall,0.9218320341342945,0.19250391515414236
auc,0.9453555494837433,0.10822162183370286
