metric,mean,std
accuracy,0.5850494488385489,0.11824597937897326
f1_score,0.44659701843231214,0.200908883778908
precision,0.5643388074065053,0.29110932830643443
recall,0.44267000734802425,0.22957006099087746
auc,0.6366488133671867,0.1734545010544688
