metric,mean,std
accuracy,0.6012818382948567,0.07342149392214686
f1_score,0.5807682606097301,0.1562341562505103
precision,0.6381316821111679,0.23068865471008412
recall,0.5907209341686723,0.14289935494238318
auc,0.6765622655693814,0.10164315508859145
