metric,mean,std
accuracy,0.8401184990325438,0.10708615634687285
f1_score,0.8747072454742484,0.10770606739962275
precision,0.8808392341097163,0.08151823057087534
recall,0.8837640144229277,0.14321955667476696
auc,0.914449003110158,0.10022545588955123
