metric,mean,std
accuracy,0.6449962830222982,0.13406782422266078
f1_score,0.6283410699976122,0.16535400185346338
precision,0.7343026473459267,0.21166480206415558
recall,0.6401211052488495,0.22988420159544432
auc,0.7832408519408022,0.13217469189376468
