metric,mean,std
accuracy,0.5226238955346745,0.054594771157587686
f1_score,0.44051205935463744,0.1307902628473005
precision,0.4933394660919774,0.23745116376608325
recall,0.46665886836245013,0.07564307468416863
auc,0.5414604292135975,0.06395640063073561
