metric,mean,std
accuracy,0.5772851157566866,0.11978887768678263
f1_score,0.4305252733194831,0.15103589262655684
precision,0.5866196914512064,0.2715225788602279
recall,0.40977471698574564,0.17826879178838695
auc,0.6492917440475962,0.11694983995887144
