metric,mean,std
accuracy,0.5982170496824685,0.0845268529007919
f1_score,0.5524707488726948,0.11883544495709611
precision,0.571962700780113,0.21415164294504754
recall,0.6284436881444562,0.13300143397501107
auc,0.6895095305002858,0.11278435259378077
