metric,mean,std
accuracy,0.5459589235807467,0.1411334829318829
f1_score,0.48561934386647126,0.17351817595011082
precision,0.5281220913907344,0.26056346945917486
recall,0.5371108029252776,0.17769460826137182
auc,0.5597308644366935,0.14720601424374827
