metric,mean,std
accuracy,0.7626327075608219,0.14628617475561828
f1_score,0.80988069123285,0.14295925190727315
precision,0.8324629934474316,0.12278578914828567
recall,0.8186138089589231,0.1954394615186451
auc,0.744913272714536,0.1592801450414854
