metric,mean,std
accuracy,0.8383552228115502,0.16265906188756926
f1_score,0.8708508631356457,0.17795134638435192
precision,0.8580811187222276,0.15460743894580345
recall,0.915282131834692,0.19723950624889197
auc,0.9026696107211484,0.17222916153003862
