metric,mean,std
accuracy,0.5888067551825846,0.0762146956225985
f1_score,0.6111118032671122,0.11071403756157629
precision,0.618520406265396,0.16716869916742563
recall,0.6573469238545877,0.13175533821870514
auc,0.645138232073102,0.10451692213247606
